Admin_Unit_Code,Sub_Unit_Code,Plot_Name,Location_Type,Year,Date,Start_Time,End_Time,Observer,Visit,Interval_Length,ID_Method,Distance,Flyover_Observed,Sex,Common_Name,Scientific_Name,AcceptedTSN,TaxonCode,AOU_Code,PIF_Watchlist_Status,Regional_Stewardship_Status,Temperature,Humidity,Sky,Wind,Disturbance,Previously_Obs,Initial_Three_Min_Cnt
ANTI,NA,ANTI-0074,Grassland,2018,23-05-2018,00-01-1900,00-01-1900,Elizabeth Oswald,1,0-2.5 min,Visualization,<= 50 Meters,FALSE,Undetermined,Chipping Sparrow,Spizella passerina,179435,84781,CHSP,FALSE,FALSE,27.10000038,56.90000153,Partly Cloudy,"Gentle breeze (8-12 mph), leaves in motion",Slight effect on count,FALSE,TRUE
ANTI,NA,ANTI-0074,Grassland,2018,23-05-2018,00-01-1900,00-01-1900,Elizabeth Oswald,1,2.5 - 5 min,Visualization,50 - 100 Meters,FALSE,Undetermined,Turkey Vulture,Cathartes aura,175265,79468,TUVU,FALSE,FALSE,27.10000038,56.90000153,Partly Cloudy,"Gentle breeze (8-12 mph), leaves in motion",Slight effect on count,FALSE,FALSE
ANTI,NA,ANTI-0074,Grassland,2018,23-05-2018,00-01-1900,00-01-1900,Elizabeth Oswald,1,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,27.10000038,56.90000153,Partly Cloudy,"Gentle breeze (8-12 mph), leaves in motion",Slight effect on count,FALSE,FALSE
ANTI,NA,ANTI-0074,Grassland,2018,23-05-2018,00-01-1900,00-01-1900,Elizabeth Oswald,1,7.5 - 10 min,Singing,50 - 100 Meters,FALSE,Male,Eastern Meadowlark,Sturnella magna,179034,93601,EAME,FALSE,FALSE,27.10000038,56.90000153,Partly Cloudy,"Gentle breeze (8-12 mph), leaves in motion",Slight effect on count,FALSE,FALSE
ANTI,NA,ANTI-0074,Grassland,2018,23-05-2018,00-01-1900,00-01-1900,Elizabeth Oswald,1,5 - 7.5 min,Singing,<= 50 Meters,FALSE,Male,Grasshopper Sparrow,Ammodramus savannarum,179333,83867,GRSP,FALSE,FALSE,27.10000038,56.90000153,Partly Cloudy,"Gentle breeze (8-12 mph), leaves in motion",Slight effect on count,FALSE,FALSE
ANTI,NA,ANTI-0075,Grassland,2018,23-05-2018,00-01-1900,00-01-1900,Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,House Finch,Haemorhous mexicanus,,926917,HOFI,FALSE,FALSE,25.79999924,56.70000076,Partly Cloudy,"Gentle breeze (8-12 mph), leaves in motion",Slight effect on count,FALSE,TRUE
ANTI,NA,ANTI-0075,Grassland,2018,23-05-2018,00-01-1900,00-01-1900,Elizabeth Oswald,1,0-2.5 min,Calling,50 - 100 Meters,FALSE,Undetermined,Killdeer,Charadrius vociferus,176520,77646,KILL,FALSE,FALSE,25.79999924,56.70000076,Partly Cloudy,"Gentle breeze (8-12 mph), leaves in motion",Slight effect on count,FALSE,TRUE
ANTI,NA,ANTI-0075,Grassland,2018,23-05-2018,00-01-1900,00-01-1900,Elizabeth Oswald,1,7.5 - 10 min,Visualization,<= 50 Meters,FALSE,Undetermined,Chipping Sparrow,Spizella passerina,179435,84781,CHSP,FALSE,FALSE,25.79999924,56.70000076,Partly Cloudy,"Gentle breeze (8-12 mph), leaves in motion",Slight effect on count,FALSE,FALSE
ANTI,NA,ANTI-0075,Grassland,2018,23-05-2018,00-01-1900,00-01-1900,Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Eastern Meadowlark,Sturnella magna,179034,93601,EAME,FALSE,FALSE,25.79999924,56.70000076,Partly Cloudy,"Gentle breeze (8-12 mph), leaves in motion",Slight effect on count,FALSE,TRUE
ANTI,NA,ANTI-0075,Grassland,2018,23-05-2018,00-01-1900,00-01-1900,Elizabeth Oswald,1,7.5 - 10 min,Visualization,50 - 100 Meters,FALSE,Female,House Finch,Haemorhous mexicanus,,926917,HOFI,FALSE,FALSE,25.79999924,56.70000076,Partly Cloudy,"Gentle breeze (8-12 mph), leaves in motion",Slight effect on count,FALSE,FALSE
ANTI,NA,ANTI-0075,Grassland,2018,23-05-2018,00-01-1900,00-01-1900,Elizabeth Oswald,1,7.5 - 10 min,Visualization,,TRUE,Undetermined,American Kestrel,Falco sparverius,175622,82543,AMKE,FALSE,FALSE,25.79999924,56.70000076,Partly Cloudy,"Gentle breeze (8-12 mph), leaves in motion",Slight effect on count,FALSE,FALSE
ANTI,NA,ANTI-0075,Grassland,2018,23-05-2018,00-01-1900,00-01-1900,Elizabeth Oswald,1,5 - 7.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,House Finch,Haemorhous mexicanus,,926917,HOFI,FALSE,FALSE,25.79999924,56.70000076,Partly Cloudy,"Gentle breeze (8-12 mph), leaves in motion",Slight effect on count,FALSE,FALSE
ANTI,NA,ANTI-0075,Grassland,2018,23-05-2018,00-01-1900,00-01-1900,Elizabeth Oswald,1,5 - 7.5 min,Visualization,,TRUE,Undetermined,Cedar Waxwing,Bombycilla cedrorum,178532,88296,CEDW,FALSE,FALSE,25.79999924,56.70000076,Partly Cloudy,"Gentle breeze (8-12 mph), leaves in motion",Slight effect on count,FALSE,FALSE
ANTI,NA,ANTI-0075,Grassland,2018,23-05-2018,00-01-1900,00-01-1900,Elizabeth Oswald,1,5 - 7.5 min,Visualization,,TRUE,Undetermined,Cedar Waxwing,Bombycilla cedrorum,178532,88296,CEDW,FALSE,FALSE,25.79999924,56.70000076,Partly Cloudy,"Gentle breeze (8-12 mph), leaves in motion",Slight effect on count,FALSE,FALSE
ANTI,NA,ANTI-0075,Grassland,2018,23-05-2018,00-01-1900,00-01-1900,Elizabeth Oswald,1,5 - 7.5 min,Visualization,,TRUE,Undetermined,Cedar Waxwing,Bombycilla cedrorum,178532,88296,CEDW,FALSE,FALSE,25.79999924,56.70000076,Partly Cloudy,"Gentle breeze (8-12 mph), leaves in motion",Slight effect on count,FALSE,FALSE
ANTI,NA,ANTI-0075,Grassland,2018,23-05-2018,00-01-1900,00-01-1900,Elizabeth Oswald,1,5 - 7.5 min,Visualization,,TRUE,Undetermined,Cedar Waxwing,Bombycilla cedrorum,178532,88296,CEDW,FALSE,FALSE,25.79999924,56.70000076,Partly Cloudy,"Gentle breeze (8-12 mph), leaves in motion",Slight effect on count,FALSE,FALSE
ANTI,NA,ANTI-0075,Grassland,2018,23-05-2018,00-01-1900,00-01-1900,Elizabeth Oswald,1,5 - 7.5 min,Visualization,,TRUE,Undetermined,Cedar Waxwing,Bombycilla cedrorum,178532,88296,CEDW,FALSE,FALSE,25.79999924,56.70000076,Partly Cloudy,"Gentle breeze (8-12 mph), leaves in motion",Slight effect on count,FALSE,FALSE
ANTI,NA,ANTI-0075,Grassland,2018,23-05-2018,00-01-1900,00-01-1900,Elizabeth Oswald,1,2.5 - 5 min,Calling,50 - 100 Meters,FALSE,Undetermined,American Robin,Turdus migratorius,179759,87136,AMRO,FALSE,FALSE,25.79999924,56.70000076,Partly Cloudy,"Gentle breeze (8-12 mph), leaves in motion",Slight effect on count,FALSE,FALSE
ANTI,NA,ANTI-0075,Grassland,2018,23-05-2018,00-01-1900,00-01-1900,Elizabeth Oswald,1,0-2.5 min,Visualization,<= 50 Meters,FALSE,Female,Eastern Bluebird,Sialia sialis,179801,87184,EABL,FALSE,FALSE,25.79999924,56.70000076,Partly Cloudy,"Gentle breeze (8-12 mph), leaves in motion",Slight effect on count,FALSE,TRUE
ANTI,NA,ANTI-0075,Grassland,2018,23-05-2018,00-01-1900,00-01-1900,Elizabeth Oswald,1,0-2.5 min,Visualization,<= 50 Meters,FALSE,Male,Eastern Bluebird,Sialia sialis,179801,87184,EABL,FALSE,FALSE,25.79999924,56.70000076,Partly Cloudy,"Gentle breeze (8-12 mph), leaves in motion",Slight effect on count,FALSE,TRUE
ANTI,NA,ANTI-0075,Grassland,2018,23-05-2018,00-01-1900,00-01-1900,Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Song Sparrow,Melospiza melodia,179492,85643,SOSP,FALSE,FALSE,25.79999924,56.70000076,Partly Cloudy,"Gentle breeze (8-12 mph), leaves in motion",Slight effect on count,FALSE,TRUE
ANTI,NA,ANTI-0075,Grassland,2018,23-05-2018,00-01-1900,00-01-1900,Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Chipping Sparrow,Spizella passerina,179435,84781,CHSP,FALSE,FALSE,25.79999924,56.70000076,Partly Cloudy,"Gentle breeze (8-12 mph), leaves in motion",Slight effect on count,FALSE,TRUE
ANTI,NA,ANTI-0075,Grassland,2018,23-05-2018,00-01-1900,00-01-1900,Elizabeth Oswald,1,5 - 7.5 min,Visualization,,TRUE,Undetermined,Cedar Waxwing,Bombycilla cedrorum,178532,88296,CEDW,FALSE,FALSE,25.79999924,56.70000076,Partly Cloudy,"Gentle breeze (8-12 mph), leaves in motion",Slight effect on count,FALSE,FALSE
ANTI,NA,ANTI-0135,Grassland,2018,24-05-2018,00-01-1900,00-01-1900,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,32.79999924,49.70000076,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,FALSE,TRUE
ANTI,NA,ANTI-0135,Grassland,2018,24-05-2018,00-01-1900,00-01-1900,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581,88350,CARW,FALSE,FALSE,32.79999924,49.70000076,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,FALSE,TRUE
ANTI,NA,ANTI-0135,Grassland,2018,24-05-2018,00-01-1900,00-01-1900,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,FALSE,Male,Chipping Sparrow,Spizella passerina,179435,84781,CHSP,FALSE,FALSE,32.79999924,49.70000076,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,FALSE,TRUE
ANTI,NA,ANTI-0135,Grassland,2018,24-05-2018,00-01-1900,00-01-1900,Kimberly Serno,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Carolina Chickadee,Poecile carolinensis,554383,265876,CACH,FALSE,TRUE,32.79999924,49.70000076,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,FALSE,TRUE
ANTI,NA,ANTI-0135,Grassland,2018,24-05-2018,00-01-1900,00-01-1900,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,FALSE,Male,Indigo Bunting,Passerina cyanea,179150,94257,INBU,FALSE,TRUE,32.79999924,49.70000076,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,FALSE,TRUE
ANTI,NA,ANTI-0135,Grassland,2018,24-05-2018,00-01-1900,00-01-1900,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,FALSE,Male,Field Sparrow,Spizella pusilla,179443,84790,FISP,FALSE,TRUE,32.79999924,49.70000076,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,FALSE,TRUE
ANTI,NA,ANTI-0135,Grassland,2018,24-05-2018,00-01-1900,00-01-1900,Kimberly Serno,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Field Sparrow,Spizella pusilla,179443,84790,FISP,FALSE,TRUE,32.79999924,49.70000076,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,FALSE,TRUE
ANTI,NA,ANTI-0135,Grassland,2018,24-05-2018,00-01-1900,00-01-1900,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Eastern Bluebird,Sialia sialis,179801,87184,EABL,FALSE,FALSE,32.79999924,49.70000076,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,FALSE,TRUE
ANTI,NA,ANTI-0135,Grassland,2018,24-05-2018,00-01-1900,00-01-1900,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,FALSE,Male,Red-eyed Vireo,Vireo olivaceus,179021,93587,REVI,FALSE,FALSE,32.79999924,49.70000076,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,FALSE,TRUE
ANTI,NA,ANTI-0135,Grassland,2018,24-05-2018,00-01-1900,00-01-1900,Kimberly Serno,1,7.5 - 10 min,Singing,50 - 100 Meters,FALSE,Male,Chipping Sparrow,Spizella passerina,179435,84781,CHSP,FALSE,FALSE,32.79999924,49.70000076,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,FALSE,FALSE
ANTI,NA,ANTI-0135,Grassland,2018,24-05-2018,00-01-1900,00-01-1900,Kimberly Serno,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581,88350,CARW,FALSE,FALSE,32.79999924,49.70000076,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,FALSE,TRUE
ANTI,NA,ANTI-0135,Grassland,2018,24-05-2018,00-01-1900,00-01-1900,Kimberly Serno,1,7.5 - 10 min,Singing,<= 50 Meters,FALSE,Undetermined,Baltimore Oriole,Icterus galbula,179083,93655,BAOR,FALSE,FALSE,32.79999924,49.70000076,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,FALSE,FALSE
ANTI,NA,ANTI-0135,Grassland,2018,24-05-2018,00-01-1900,00-01-1900,Kimberly Serno,1,7.5 - 10 min,Singing,<= 50 Meters,FALSE,Undetermined,Baltimore Oriole,Icterus galbula,179083,93655,BAOR,FALSE,FALSE,32.79999924,49.70000076,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,FALSE,FALSE
ANTI,NA,ANTI-0135,Grassland,2018,24-05-2018,00-01-1900,00-01-1900,Kimberly Serno,1,5 - 7.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,554138,266957,ETTI,FALSE,FALSE,32.79999924,49.70000076,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,FALSE,FALSE
ANTI,NA,ANTI-0135,Grassland,2018,24-05-2018,00-01-1900,00-01-1900,Kimberly Serno,1,5 - 7.5 min,Singing,50 - 100 Meters,FALSE,Male,Grasshopper Sparrow,Ammodramus savannarum,179333,83867,GRSP,FALSE,FALSE,32.79999924,49.70000076,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,FALSE,FALSE
ANTI,NA,ANTI-0135,Grassland,2018,24-05-2018,00-01-1900,00-01-1900,Kimberly Serno,1,2.5 - 5 min,Calling,<= 50 Meters,FALSE,Undetermined,Blue-gray Gnatcatcher,Polioptila caerulea,179853,88038,BGGN,FALSE,FALSE,32.79999924,49.70000076,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,FALSE,FALSE
ANTI,NA,ANTI-0135,Grassland,2018,24-05-2018,00-01-1900,00-01-1900,Kimberly Serno,1,2.5 - 5 min,Singing,<= 50 Meters,FALSE,Male,Eastern Wood-Pewee,Contopus virens,178359,85846,EAWP,FALSE,TRUE,32.79999924,49.70000076,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,FALSE,FALSE
ANTI,NA,ANTI-0135,Grassland,2018,24-05-2018,00-01-1900,00-01-1900,Kimberly Serno,1,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,32.79999924,49.70000076,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,FALSE,TRUE
ANTI,NA,ANTI-0117,Grassland,2018,24-05-2018,00-01-1900,00-01-1900,Kimberly Serno,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,15.39999962,67.90000153,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE,TRUE
ANTI,NA,ANTI-0117,Grassland,2018,24-05-2018,00-01-1900,00-01-1900,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,15.39999962,67.90000153,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE,TRUE
ANTI,NA,ANTI-0117,Grassland,2018,24-05-2018,00-01-1900,00-01-1900,Kimberly Serno,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Field Sparrow,Spizella pusilla,179443,84790,FISP,FALSE,TRUE,15.39999962,67.90000153,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE,TRUE
ANTI,NA,ANTI-0117,Grassland,2018,24-05-2018,00-01-1900,00-01-1900,Kimberly Serno,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Mourning Dove,Zenaida macroura,177125,82737,MODO,FALSE,FALSE,15.39999962,67.90000153,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE,TRUE
ANTI,NA,ANTI-0117,Grassland,2018,24-05-2018,00-01-1900,00-01-1900,Kimberly Serno,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Eastern Towhee,Pipilo erythrophthalmus,179276,83803,EATO,FALSE,TRUE,15.39999962,67.90000153,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE,TRUE
ANTI,NA,ANTI-0117,Grassland,2018,24-05-2018,00-01-1900,00-01-1900,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,FALSE,Male,Carolina Chickadee,Poecile carolinensis,554383,265876,CACH,FALSE,TRUE,15.39999962,67.90000153,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE,TRUE
ANTI,NA,ANTI-0117,Grassland,2018,24-05-2018,00-01-1900,00-01-1900,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,FALSE,Male,Field Sparrow,Spizella pusilla,179443,84790,FISP,FALSE,TRUE,15.39999962,67.90000153,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE,TRUE
ANTI,NA,ANTI-0117,Grassland,2018,24-05-2018,00-01-1900,00-01-1900,Kimberly Serno,1,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Male,Chipping Sparrow,Spizella passerina,179435,84781,CHSP,FALSE,FALSE,15.39999962,67.90000153,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE,FALSE
ANTI,NA,ANTI-0117,Grassland,2018,24-05-2018,00-01-1900,00-01-1900,Kimberly Serno,1,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Baltimore Oriole,Icterus galbula,179083,93655,BAOR,FALSE,FALSE,15.39999962,67.90000153,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE,FALSE
ANTI,NA,ANTI-0117,Grassland,2018,24-05-2018,00-01-1900,00-01-1900,Kimberly Serno,1,7.5 - 10 min,Singing,<= 50 Meters,FALSE,Male,Brown-headed Cowbird,Molothrus ater,179112,94215,BHCO,FALSE,FALSE,15.39999962,67.90000153,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE,FALSE
ANTI,NA,ANTI-0117,Grassland,2018,24-05-2018,00-01-1900,00-01-1900,Kimberly Serno,1,7.5 - 10 min,Singing,50 - 100 Meters,FALSE,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,15.39999962,67.90000153,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE,FALSE
ANTI,NA,ANTI-0117,Grassland,2018,24-05-2018,00-01-1900,00-01-1900,Kimberly Serno,1,7.5 - 10 min,Singing,<= 50 Meters,FALSE,Undetermined,Mourning Dove,Zenaida macroura,177125,82737,MODO,FALSE,FALSE,15.39999962,67.90000153,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE,FALSE
ANTI,NA,ANTI-0117,Grassland,2018,24-05-2018,00-01-1900,00-01-1900,Kimberly Serno,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Eastern Wood-Pewee,Contopus virens,178359,85846,EAWP,FALSE,TRUE,15.39999962,67.90000153,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE,TRUE
ANTI,NA,ANTI-0116,Grassland,2018,24-05-2018,00-01-1900,00-01-1900,Kimberly Serno,1,5 - 7.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Eastern Bluebird,Sialia sialis,179801,87184,EABL,FALSE,FALSE,18.10000038,68.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE,FALSE
ANTI,NA,ANTI-0116,Grassland,2018,24-05-2018,00-01-1900,00-01-1900,Kimberly Serno,1,5 - 7.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,18.10000038,68.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE,FALSE
ANTI,NA,ANTI-0116,Grassland,2018,24-05-2018,00-01-1900,00-01-1900,Kimberly Serno,1,7.5 - 10 min,Singing,50 - 100 Meters,FALSE,Undetermined,Mourning Dove,Zenaida macroura,177125,82737,MODO,FALSE,FALSE,18.10000038,68.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE,FALSE
ANTI,NA,ANTI-0116,Grassland,2018,24-05-2018,00-01-1900,00-01-1900,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,FALSE,Male,Indigo Bunting,Passerina cyanea,179150,94257,INBU,FALSE,TRUE,18.10000038,68.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE,TRUE
ANTI,NA,ANTI-0116,Grassland,2018,24-05-2018,00-01-1900,00-01-1900,Kimberly Serno,1,5 - 7.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Baltimore Oriole,Icterus galbula,179083,93655,BAOR,FALSE,FALSE,18.10000038,68.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE,FALSE
ANTI,NA,ANTI-0116,Grassland,2018,24-05-2018,00-01-1900,00-01-1900,Kimberly Serno,1,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,18.10000038,68.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE,FALSE
ANTI,NA,ANTI-0116,Grassland,2018,24-05-2018,00-01-1900,00-01-1900,Kimberly Serno,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Grasshopper Sparrow,Ammodramus savannarum,179333,83867,GRSP,FALSE,FALSE,18.10000038,68.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE,TRUE
ANTI,NA,ANTI-0116,Grassland,2018,24-05-2018,00-01-1900,00-01-1900,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,FALSE,Male,Grasshopper Sparrow,Ammodramus savannarum,179333,83867,GRSP,FALSE,FALSE,18.10000038,68.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE,TRUE
ANTI,NA,ANTI-0116,Grassland,2018,24-05-2018,00-01-1900,00-01-1900,Kimberly Serno,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Field Sparrow,Spizella pusilla,179443,84790,FISP,FALSE,TRUE,18.10000038,68.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE,TRUE
ANTI,NA,ANTI-0116,Grassland,2018,24-05-2018,00-01-1900,00-01-1900,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,FALSE,Male,Field Sparrow,Spizella pusilla,179443,84790,FISP,FALSE,TRUE,18.10000038,68.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE,TRUE
ANTI,NA,ANTI-0116,Grassland,2018,24-05-2018,00-01-1900,00-01-1900,Kimberly Serno,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Chipping Sparrow,Spizella passerina,179435,84781,CHSP,FALSE,FALSE,18.10000038,68.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE,TRUE
ANTI,NA,ANTI-0116,Grassland,2018,24-05-2018,00-01-1900,00-01-1900,Kimberly Serno,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,554138,266957,ETTI,FALSE,FALSE,18.10000038,68.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE,TRUE
ANTI,NA,ANTI-0116,Grassland,2018,24-05-2018,00-01-1900,00-01-1900,Kimberly Serno,1,0-2.5 min,Calling,50 - 100 Meters,FALSE,Undetermined,American Crow,Corvus brachyrhynchos,179731,87106,AMCR,FALSE,FALSE,18.10000038,68.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE,TRUE
ANTI,NA,ANTI-0116,Grassland,2018,24-05-2018,00-01-1900,00-01-1900,Kimberly Serno,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Eastern Meadowlark,Sturnella magna,179034,93601,EAME,FALSE,FALSE,18.10000038,68.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE,TRUE
ANTI,NA,ANTI-0116,Grassland,2018,24-05-2018,00-01-1900,00-01-1900,Kimberly Serno,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581,88350,CARW,FALSE,FALSE,18.10000038,68.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE,TRUE
ANTI,NA,ANTI-0116,Grassland,2018,24-05-2018,00-01-1900,00-01-1900,Kimberly Serno,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Indigo Bunting,Passerina cyanea,179150,94257,INBU,FALSE,TRUE,18.10000038,68.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE,TRUE
ANTI,NA,ANTI-0091,Grassland,2018,24-05-2018,00-01-1900,00-01-1900,Kimberly Serno,1,2.5 - 5 min,Calling,50 - 100 Meters,FALSE,Undetermined,American Crow,Corvus brachyrhynchos,179731,87106,AMCR,FALSE,FALSE,12.89999962,83.30000305,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE,TRUE
ANTI,NA,ANTI-0091,Grassland,2018,24-05-2018,00-01-1900,00-01-1900,Kimberly Serno,1,2.5 - 5 min,Singing,<= 50 Meters,FALSE,Male,Chipping Sparrow,Spizella passerina,179435,84781,CHSP,FALSE,FALSE,12.89999962,83.30000305,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE,TRUE
ANTI,NA,ANTI-0091,Grassland,2018,24-05-2018,00-01-1900,00-01-1900,Kimberly Serno,1,5 - 7.5 min,Calling,50 - 100 Meters,FALSE,Undetermined,Canada Goose,Branta canadensis,174999,76625,CANG,FALSE,FALSE,12.89999962,83.30000305,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE,FALSE
